买入信号日,买入日,买入价,含成本买入价,买入交点高度,卖出信号日,卖出日,卖出价,含成本卖出价,卖出交点高度,收益率,状态
2026-07-08,2026-07-09,74.94999694824219,74.94999694824219,-6.090991834404962,,2026-07-14,79.9000015258789,79.9000015258789,,0.06604409311790915,期末持有
