买入信号日,买入日,买入价,含成本买入价,卖出信号日,卖出日,卖出价,含成本卖出价,收益率,状态
2026-03-02,2026-03-03,26.223316797511835,26.223316797511835,2026-03-25,2026-03-26,28.14114291380796,28.14114291380796,0.07313438384263038,已平仓
2026-04-24,2026-04-27,27.554053990557392,27.554053990557392,2026-05-07,2026-05-08,26.047192202036744,26.047192202036744,-0.05468748043525795,已平仓
2026-05-21,2026-05-22,26.712557684274547,26.712557684274547,2026-05-27,2026-05-28,25.636229944501395,25.636229944501395,-0.04029294957430363,已平仓
2026-06-03,2026-06-04,26.71255713218961,26.71255713218961,2026-06-10,2026-06-11,25.65999984741211,25.65999984741211,-0.03940308969930584,已平仓
2026-07-08,2026-07-09,22.079999923706055,22.079999923706055,,2026-07-14,22.799999237060547,22.799999237060547,0.03260866466677248,期末持有
